age	distance	disease
old	218	NA
old	279	NA
old	70	NA
old	155	NA
old	91	NA
old	233	NA
old	208	NA
old	280	NA
old	243	NA
old	168	NA
old	45	NA
old	43	NA
old	85	NA
old	186	NA
old	106	NA
old	268	NA
old	226	NA
old	254	NA
old	218	NA
old	161	NA
old	88	NA
old	68	NA
old	26	NA
old	208	NA
old	85	NA
old	103	NA
old	262	NA
old	120	NA
old	48	NA
old	140	NA
old	297	NA
old	272	NA
old	256	NA
old	284	NA
old	71	NA
old	105	NA
old	71	NA
old	21	NA
old	146	NA
old	168	NA
old	70	NA
old	172	NA
old	67	NA
old	12	NA
old	114	NA
old	76	NA
old	42	NA
old	270	NA
old	254	NA
old	161	NA
old	271	NA
old	184	NA
old	252	NA
old	96	NA
old	129	NA
old	270	NA
old	106	NA
old	265	NA
old	102	NA
old	127	NA
old	281	NA
old	210	NA
old	266	NA
old	88	NA
old	153	NA
old	99	NA
old	112	NA
old	205	NA
old	155	NA
old	216	NA
old	272	NA
old	246	NA
old	119	NA
old	256	NA
old	110	NA
old	86	NA
old	214	NA
old	55	NA
old	14	NA
old	47	NA
old	98	NA
old	217	NA
old	168	NA
old	193	NA
old	291	NA
old	64	NA
old	239	NA
old	65	NA
old	85	NA
old	265	NA
old	90	NA
old	12	NA
old	212	NA
old	264	NA
old	228	NA
old	143	NA
old	264	NA
old	159	NA
old	289	NA
old	237	NA
old	216	NA
old	43	NA
old	22	NA
old	270	NA
old	89	NA
old	285	NA
old	298	NA
old	124	NA
old	111	NA
old	173	NA
old	52	NA
old	257	NA
old	171	NA
old	51	NA
old	274	NA
old	239	NA
old	64	NA
old	283	NA
old	157	NA
old	112	NA
old	276	NA
old	284	NA
old	77	NA
old	283	NA
old	65	NA
old	63	NA
old	245	NA
old	54	NA
old	23	NA
old	130	NA
old	217	NA
old	97	NA
old	181	NA
old	202	NA
old	111	NA
old	62	NA
old	113	NA
old	237	NA
old	96	NA
old	163	NA
old	38	NA
old	170	NA
old	250	NA
old	180	NA
old	200	NA
old	35	NA
old	45	NA
old	214	NA
old	140	NA
old	239	NA
old	291	NA
old	133	NA
old	165	NA
old	192	NA
old	273	NA
old	276	NA
old	109	NA
old	44	NA
old	94	NA
old	300	NA
old	179	NA
old	183	NA
old	121	NA
old	60	NA
old	199	NA
old	159	NA
old	104	NA
old	265	NA
old	292	NA
old	62	NA
old	210	NA
old	236	NA
old	55	NA
old	75	NA
old	123	NA
old	206	NA
old	298	NA
old	86	NA
old	64	NA
old	28	NA
old	110	NA
old	85	NA
old	29	NA
old	21	NA
old	72	NA
old	74	NA
old	99	NA
old	207	NA
old	72	NA
old	243	NA
old	84	NA
old	77	NA
old	208	NA
old	266	NA
old	221	NA
old	113	NA
old	198	NA
old	29	NA
old	213	NA
old	296	NA
old	78	NA
old	119	NA
old	247	NA
old	100	NA
old	26	NA
old	299	NA
old	251	NA
old	84	NA
old	201	NA
old	260	NA
old	23	NA
old	247	NA
old	181	NA
old	51	NA
old	216	NA
old	122	NA
old	11	NA
old	39	NA
old	20	NA
old	71	NA
old	207	NA
old	27	NA
old	167	NA
old	279	NA
old	256	NA
old	20	NA
old	130	NA
old	15	NA
old	119	NA
old	223	NA
old	240	NA
old	78	NA
old	292	NA
old	225	NA
old	52	NA
old	211	NA
old	161	NA
old	269	NA
old	273	NA
old	48	NA
old	54	NA
old	206	NA
old	233	NA
old	112	NA
old	125	NA
old	269	NA
old	249	NA
old	211	NA
old	19	NA
old	262	NA
old	240	NA
old	127	NA
old	299	NA
old	118	NA
old	141	NA
old	75	NA
old	225	NA
old	107	NA
old	244	NA
old	80	NA
old	23	NA
old	65	NA
old	289	NA
old	23	NA
old	194	NA
old	50	NA
old	139	NA
old	178	NA
old	237	NA
old	110	NA
old	238	NA
old	125	NA
old	80	NA
old	214	NA
old	264	NA
old	170	NA
old	248	NA
old	179	NA
old	161	NA
old	254	NA
old	86	NA
old	272	NA
old	300	NA
old	206	NA
old	40	NA
old	97	NA
old	54	NA
old	251	NA
old	34	NA
old	255	NA
old	193	NA
old	184	NA
old	282	NA
old	18	NA
old	235	NA
old	126	NA
old	147	NA
old	216	NA
old	162	NA
old	124	NA
old	164	NA
old	231	NA
old	103	NA
old	146	NA
old	221	NA
old	145	NA
old	267	NA
old	215	NA
old	115	NA
old	258	NA
old	43	NA
old	187	NA
old	160	NA
old	155	NA
old	139	NA
old	215	NA
old	101	NA
old	241	NA
old	69	NA
old	125	NA
old	66	NA
old	270	NA
old	168	NA
old	179	NA
old	31	NA
old	134	NA
old	276	NA
old	11	NA
old	69	NA
old	215	NA
old	102	NA
old	284	NA
old	225	NA
old	215	NA
old	285	NA
old	73	NA
old	175	NA
old	95	NA
old	177	NA
old	17	NA
old	108	NA
old	195	NA
old	220	NA
old	84	NA
old	81	NA
old	34	NA
old	250	NA
old	97	NA
old	33	NA
old	135	NA
old	12	NA
old	227	NA
old	188	NA
old	71	NA
old	284	NA
old	77	NA
old	44	NA
old	87	NA
old	141	NA
old	150	NA
old	79	NA
old	76	NA
old	39	NA
old	73	NA
old	256	NA
old	43	NA
old	266	NA
old	49	NA
old	99	NA
old	214	NA
old	93	NA
old	252	NA
old	97	NA
old	298	NA
old	66	NA
old	19	NA
old	140	NA
old	58	NA
old	94	NA
old	133	NA
old	291	NA
old	136	NA
old	68	NA
old	113	NA
old	178	NA
old	220	NA
old	92	NA
old	74	NA
old	231	NA
old	249	NA
old	262	NA
old	18	NA
old	100	NA
old	169	NA
old	211	NA
old	279	NA
old	154	NA
old	240	NA
old	278	NA
old	49	NA
old	67	NA
old	293	NA
old	128	NA
old	88	NA
old	226	NA
old	103	NA
old	56	NA
old	296	NA
old	266	NA
old	143	NA
old	226	NA
old	225	NA
old	80	NA
old	82	NA
old	77	NA
old	20	NA
old	207	NA
old	211	NA
old	86	NA
old	137	NA
old	288	NA
old	267	NA
old	76	NA
old	296	NA
old	75	NA
old	243	NA
old	109	NA
old	50	NA
old	54	NA
old	298	NA
old	26	NA
old	254	NA
old	29	NA
old	136	NA
old	142	NA
old	233	NA
old	63	NA
old	134	NA
old	252	NA
old	100	NA
old	183	NA
old	145	NA
old	153	NA
old	57	NA
old	114	NA
old	159	NA
old	193	NA
old	21	NA
old	218	NA
old	90	NA
old	84	NA
old	182	NA
old	143	NA
old	240	NA
old	280	NA
old	106	NA
old	280	NA
old	146	NA
old	26	NA
old	49	NA
old	45	NA
old	180	NA
old	37	NA
old	294	NA
old	27	NA
old	189	NA
old	204	NA
old	96	NA
old	10	NA
old	165	NA
old	184	NA
old	222	NA
old	138	NA
old	210	NA
old	101	NA
old	190	NA
old	107	NA
old	180	NA
old	35	NA
old	48	NA
old	292	NA
old	59	NA
old	242	NA
old	80	NA
old	134	NA
old	49	NA
old	81	NA
old	13	NA
old	28	NA
old	204	NA
old	77	NA
old	193	NA
old	109	NA
old	37	NA
old	56	NA
old	199	NA
old	224	NA
old	40	NA
old	190	NA
old	85	NA
old	25	NA
old	289	NA
old	197	NA
old	165	NA
old	24	NA
old	21	NA
old	150	NA
old	223	NA
old	297	NA
old	68	NA
old	20	NA
old	56	NA
old	159	NA
old	232	NA
old	55	NA
old	171	NA
old	94	NA
old	239	NA
old	205	NA
old	69	NA
old	234	NA
old	41	NA
old	127	NA
old	168	NA
old	157	NA
old	204	NA
old	131	NA
old	163	NA
old	109	NA
old	13	NA
old	74	NA
old	60	NA
old	154	NA
old	300	NA
old	242	NA
old	29	NA
old	124	NA
old	250	NA
old	16	NA
old	199	NA
old	300	NA
old	104	NA
old	104	NA
old	143	NA
old	230	NA
old	21	NA
old	230	NA
old	153	NA
old	96	NA
old	85	NA
old	239	NA
old	244	NA
old	211	NA
old	160	NA
old	87	NA
old	280	NA
old	65	NA
old	81	NA
old	168	NA
old	172	NA
old	296	NA
old	247	NA
old	107	NA
old	281	NA
old	120	NA
old	142	NA
old	183	NA
old	203	NA
old	288	NA
old	232	NA
old	70	NA
old	282	NA
old	163	NA
old	156	NA
old	279	NA
old	193	NA
old	34	NA
old	238	NA
old	185	NA
old	120	NA
old	146	NA
old	179	NA
old	74	NA
old	261	NA
old	139	NA
old	129	NA
old	158	NA
old	225	NA
old	70	NA
old	149	NA
old	98	NA
old	56	NA
old	259	NA
old	287	NA
old	129	NA
old	203	NA
old	177	NA
old	116	NA
old	127	NA
old	32	NA
old	83	NA
old	146	NA
old	170	NA
old	243	NA
old	15	NA
old	90	NA
old	68	NA
old	154	NA
old	258	NA
old	155	NA
old	200	NA
old	238	NA
old	186	NA
old	103	NA
old	206	NA
old	208	NA
old	105	NA
old	156	NA
old	274	NA
old	171	NA
old	270	NA
old	283	NA
old	196	NA
old	180	NA
old	273	NA
old	292	NA
old	282	NA
old	230	NA
old	176	NA
old	180	NA
old	226	NA
old	263	NA
old	258	NA
old	269	NA
old	47	NA
old	146	NA
old	132	NA
old	196	NA
old	108	NA
old	13	NA
old	107	NA
old	119	NA
old	19	NA
old	37	NA
old	198	NA
old	170	NA
old	161	NA
old	62	NA
old	297	NA
old	183	NA
old	175	NA
old	146	NA
old	293	NA
old	94	NA
old	180	NA
old	281	NA
old	202	NA
old	63	NA
old	53	NA
old	199	NA
old	118	NA
old	53	NA
old	217	NA
old	136	NA
old	228	NA
old	52	NA
old	284	NA
old	43	NA
old	11	NA
old	226	NA
old	263	NA
old	75	NA
old	210	NA
old	281	NA
old	213	NA
old	226	NA
old	170	NA
old	182	NA
old	204	NA
old	228	NA
old	72	NA
old	186	NA
old	129	NA
old	77	NA
old	86	NA
old	230	NA
old	247	NA
old	125	NA
old	78	NA
old	296	NA
old	244	NA
old	236	NA
old	165	NA
old	60	NA
old	231	NA
old	196	NA
old	119	NA
old	279	NA
old	163	NA
old	197	NA
old	177	NA
old	169	NA
old	278	NA
old	256	NA
old	18	NA
old	285	NA
old	150	NA
old	31	NA
old	58	NA
old	32	NA
old	218	NA
old	246	NA
old	209	NA
old	281	NA
old	90	NA
old	101	NA
old	34	NA
old	115	NA
old	100	NA
old	203	NA
old	274	NA
old	83	NA
old	65	NA
old	137	NA
old	126	NA
old	48	NA
old	147	NA
old	226	NA
old	179	NA
old	222	NA
old	170	NA
old	98	NA
old	215	NA
old	132	NA
old	68	NA
old	113	NA
old	157	NA
old	24	NA
old	87	NA
old	291	NA
old	110	NA
old	35	NA
old	172	NA
old	147	NA
old	220	NA
old	131	NA
old	258	NA
old	59	NA
old	134	NA
old	159	NA
old	59	NA
old	112	NA
old	266	NA
old	59	NA
old	19	NA
old	135	NA
old	44	NA
old	107	NA
old	90	NA
old	267	NA
old	155	NA
old	296	NA
old	24	NA
old	156	NA
old	82	NA
old	227	NA
old	216	NA
old	29	NA
old	134	NA
old	209	NA
old	15	NA
old	161	NA
old	184	NA
old	122	NA
old	166	NA
old	196	NA
old	29	NA
old	145	NA
old	219	NA
old	37	NA
old	127	NA
old	267	NA
old	196	NA
old	70	NA
old	246	NA
old	156	NA
old	21	NA
old	178	NA
old	253	NA
old	143	NA
old	55	NA
old	39	NA
old	98	NA
old	122	NA
old	218	NA
old	72	NA
old	164	NA
old	163	NA
old	273	NA
old	147	NA
old	44	NA
old	254	NA
old	219	NA
old	224	NA
old	167	NA
old	88	NA
old	113	NA
old	33	NA
old	251	NA
old	200	NA
old	13	NA
old	145	NA
old	132	NA
old	246	NA
old	240	NA
old	244	NA
old	171	NA
old	37	NA
old	184	NA
old	111	NA
old	76	NA
old	294	NA
old	75	NA
old	95	NA
old	231	NA
old	46	NA
old	146	NA
old	216	NA
old	174	NA
old	268	NA
old	22	NA
old	90	NA
old	178	NA
old	170	NA
old	61	NA
old	181	NA
old	11	NA
old	77	NA
old	173	NA
old	57	NA
old	209	NA
old	94	NA
old	221	NA
old	269	NA
old	107	NA
old	201	NA
old	227	NA
old	246	NA
old	293	NA
old	175	NA
old	292	NA
old	215	NA
old	99	NA
old	109	NA
old	213	NA
old	241	NA
old	189	NA
old	62	NA
old	295	NA
old	19	NA
old	88	NA
old	177	NA
old	79	NA
old	96	NA
old	235	NA
old	40	NA
old	234	NA
old	66	NA
old	178	NA
old	170	NA
old	283	NA
old	162	NA
old	269	NA
old	112	NA
old	282	NA
old	265	NA
old	154	NA
old	36	NA
old	60	NA
old	254	NA
old	281	NA
old	183	NA
old	80	NA
old	278	NA
old	160	NA
old	175	NA
old	144	NA
old	18	NA
old	79	NA
old	38	NA
old	233	NA
old	106	NA
old	39	NA
old	224	NA
old	86	NA
old	181	NA
old	28	NA
old	278	NA
old	175	NA
old	206	NA
old	224	NA
old	242	NA
old	135	NA
old	132	NA
old	232	NA
old	127	NA
old	117	NA
old	252	NA
old	78	NA
old	292	NA
old	182	NA
old	92	NA
old	212	NA
old	91	NA
old	280	NA
old	145	NA
old	201	NA
old	298	NA
old	118	NA
old	22	NA
old	280	NA
old	81	NA
old	77	NA
old	145	NA
old	207	NA
old	101	NA
old	117	NA
old	103	NA
old	83	NA
old	218	NA
old	147	NA
old	247	NA
old	270	NA
old	197	NA
old	60	NA
old	116	NA
old	177	NA
old	110	NA
old	276	NA
old	194	NA
old	247	NA
old	80	NA
old	131	NA
old	25	NA
old	231	NA
old	88	NA
old	50	NA
old	149	NA
old	158	NA
old	141	NA
old	273	NA
old	276	NA
old	44	NA
old	138	NA
old	39	NA
old	192	NA
old	264	NA
old	86	NA
old	13	NA
old	57	NA
old	44	NA
old	210	NA
old	212	NA
old	86	NA
old	207	NA
old	20	NA
old	139	NA
old	236	NA
old	219	NA
old	162	NA
old	46	NA
middleage	246	NA
middleage	262	NA
middleage	197	NA
middleage	222	NA
middleage	243	NA
middleage	58	NA
middleage	152	NA
middleage	169	NA
middleage	286	NA
middleage	249	NA
middleage	60	NA
middleage	211	NA
middleage	300	NA
middleage	280	NA
middleage	77	NA
middleage	15	NA
middleage	150	NA
middleage	239	NA
middleage	27	NA
middleage	169	NA
middleage	36	NA
middleage	35	NA
middleage	118	NA
middleage	258	NA
middleage	260	NA
middleage	227	NA
middleage	250	NA
middleage	292	NA
middleage	285	NA
middleage	245	NA
middleage	273	NA
middleage	122	NA
middleage	136	NA
middleage	39	NA
middleage	49	NA
middleage	96	NA
middleage	91	NA
middleage	288	NA
middleage	186	NA
middleage	201	NA
middleage	228	NA
middleage	12	NA
middleage	138	NA
middleage	102	NA
middleage	37	NA
middleage	102	NA
middleage	214	NA
middleage	136	NA
middleage	243	NA
middleage	281	NA
middleage	11	NA
middleage	140	NA
middleage	205	NA
middleage	123	NA
middleage	216	NA
middleage	65	NA
middleage	191	NA
middleage	205	NA
middleage	107	NA
middleage	11	NA
middleage	106	NA
middleage	213	NA
middleage	65	NA
middleage	161	NA
middleage	51	NA
middleage	19	NA
middleage	181	NA
middleage	206	NA
middleage	58	NA
middleage	292	NA
middleage	41	NA
middleage	108	NA
middleage	41	NA
middleage	213	NA
middleage	145	NA
middleage	187	NA
middleage	85	NA
middleage	44	NA
middleage	281	NA
middleage	20	NA
middleage	132	NA
middleage	104	NA
middleage	254	NA
middleage	213	NA
middleage	293	NA
middleage	251	NA
middleage	274	NA
middleage	243	NA
middleage	85	NA
middleage	87	NA
middleage	127	NA
middleage	127	NA
middleage	171	NA
middleage	104	NA
middleage	184	NA
middleage	222	NA
middleage	222	NA
middleage	255	NA
middleage	264	NA
middleage	219	NA
middleage	195	NA
middleage	28	NA
middleage	94	NA
middleage	268	NA
middleage	209	NA
middleage	79	NA
middleage	118	NA
middleage	181	NA
middleage	131	NA
middleage	51	NA
middleage	206	NA
middleage	118	NA
middleage	199	NA
middleage	49	NA
middleage	57	NA
middleage	12	NA
middleage	214	NA
middleage	162	NA
middleage	155	NA
middleage	88	NA
middleage	207	NA
middleage	108	NA
middleage	282	NA
middleage	41	NA
middleage	65	NA
middleage	229	NA
middleage	162	NA
middleage	142	NA
middleage	136	NA
middleage	19	NA
middleage	200	NA
middleage	192	NA
middleage	85	NA
middleage	232	NA
middleage	282	NA
middleage	226	NA
middleage	184	NA
middleage	285	NA
middleage	78	NA
middleage	290	NA
middleage	19	NA
middleage	273	NA
middleage	246	NA
middleage	120	NA
middleage	85	NA
middleage	218	NA
middleage	235	NA
middleage	101	NA
middleage	25	NA
middleage	15	NA
middleage	286	NA
middleage	30	NA
middleage	40	NA
middleage	184	NA
middleage	107	NA
middleage	168	NA
middleage	15	NA
middleage	25	NA
middleage	138	NA
middleage	212	NA
middleage	133	NA
middleage	195	NA
middleage	42	NA
middleage	264	NA
middleage	181	NA
middleage	77	NA
middleage	12	NA
middleage	69	NA
middleage	180	NA
middleage	144	NA
middleage	259	NA
middleage	79	NA
middleage	118	NA
middleage	200	NA
middleage	163	NA
middleage	207	NA
middleage	23	NA
middleage	81	NA
middleage	28	NA
middleage	258	NA
middleage	76	NA
middleage	25	NA
middleage	260	NA
middleage	174	NA
middleage	172	NA
middleage	242	NA
middleage	138	NA
middleage	184	NA
middleage	182	NA
middleage	184	NA
middleage	46	NA
middleage	245	NA
middleage	62	NA
middleage	77	NA
middleage	269	NA
middleage	94	NA
middleage	21	NA
middleage	246	NA
middleage	37	NA
middleage	71	NA
middleage	201	NA
middleage	246	NA
middleage	12	NA
middleage	297	NA
middleage	112	NA
middleage	41	NA
middleage	42	NA
middleage	161	NA
middleage	61	NA
middleage	22	NA
middleage	298	NA
middleage	268	NA
middleage	162	NA
middleage	215	NA
middleage	274	NA
middleage	223	NA
middleage	65	NA
middleage	135	NA
middleage	263	NA
middleage	58	NA
middleage	219	NA
middleage	220	NA
middleage	144	NA
middleage	167	NA
middleage	263	NA
middleage	216	NA
middleage	165	NA
middleage	193	NA
middleage	38	NA
middleage	72	NA
middleage	22	NA
middleage	37	NA
middleage	92	NA
middleage	201	NA
middleage	203	NA
middleage	72	NA
middleage	273	NA
middleage	217	NA
middleage	210	NA
middleage	89	NA
middleage	144	NA
middleage	170	NA
middleage	154	NA
middleage	68	NA
middleage	225	NA
middleage	73	NA
middleage	169	NA
middleage	290	NA
middleage	97	NA
middleage	137	NA
middleage	28	NA
middleage	251	NA
middleage	298	NA
middleage	144	NA
middleage	213	NA
middleage	83	NA
middleage	17	NA
middleage	17	NA
middleage	164	NA
middleage	206	NA
middleage	145	NA
middleage	15	NA
middleage	295	NA
middleage	76	NA
middleage	84	NA
middleage	36	NA
middleage	255	NA
middleage	206	NA
middleage	268	NA
middleage	29	NA
middleage	27	NA
middleage	145	NA
middleage	135	NA
middleage	157	NA
middleage	71	NA
middleage	22	NA
middleage	177	NA
middleage	178	NA
middleage	55	NA
middleage	96	NA
middleage	244	NA
middleage	202	NA
middleage	261	NA
middleage	154	NA
middleage	175	NA
middleage	235	NA
middleage	31	NA
middleage	248	NA
middleage	12	NA
middleage	265	NA
middleage	291	NA
middleage	237	NA
middleage	179	NA
middleage	238	NA
middleage	12	NA
middleage	102	NA
middleage	83	NA
middleage	18	NA
middleage	206	NA
middleage	219	NA
middleage	155	NA
middleage	186	NA
middleage	24	NA
middleage	41	NA
middleage	260	NA
middleage	113	NA
middleage	36	NA
middleage	130	NA
middleage	106	NA
middleage	163	NA
middleage	287	NA
middleage	94	NA
middleage	47	NA
middleage	142	NA
middleage	255	NA
middleage	258	NA
middleage	173	NA
middleage	31	NA
middleage	287	NA
middleage	85	NA
middleage	32	NA
middleage	110	NA
middleage	290	NA
middleage	120	NA
middleage	274	NA
middleage	187	NA
middleage	101	NA
middleage	277	NA
middleage	190	NA
middleage	222	NA
middleage	71	NA
middleage	154	NA
middleage	205	NA
middleage	154	NA
middleage	156	NA
middleage	127	NA
middleage	125	NA
middleage	51	NA
middleage	163	NA
middleage	172	NA
middleage	75	NA
middleage	274	NA
middleage	127	NA
middleage	157	NA
middleage	282	NA
middleage	139	NA
middleage	129	NA
middleage	25	NA
middleage	115	NA
middleage	161	NA
middleage	115	NA
middleage	38	NA
middleage	70	NA
middleage	108	NA
middleage	113	NA
middleage	87	NA
middleage	153	NA
middleage	253	NA
middleage	37	NA
middleage	282	NA
middleage	38	NA
middleage	163	NA
middleage	77	NA
middleage	185	NA
middleage	99	NA
middleage	205	NA
middleage	120	NA
middleage	153	NA
middleage	206	NA
middleage	21	NA
middleage	246	NA
middleage	171	NA
middleage	82	NA
middleage	286	NA
middleage	185	NA
middleage	154	NA
middleage	40	NA
middleage	147	NA
middleage	160	NA
middleage	258	NA
middleage	50	NA
middleage	19	NA
middleage	135	NA
middleage	127	NA
middleage	208	NA
middleage	203	NA
middleage	115	NA
middleage	41	NA
middleage	20	NA
middleage	73	NA
middleage	280	NA
middleage	72	NA
middleage	108	NA
middleage	178	NA
middleage	195	NA
middleage	240	NA
middleage	27	NA
middleage	298	NA
middleage	65	NA
middleage	124	NA
middleage	286	NA
middleage	299	NA
middleage	145	NA
middleage	46	NA
middleage	86	NA
middleage	12	NA
middleage	252	NA
middleage	16	NA
middleage	63	NA
middleage	272	NA
middleage	293	NA
middleage	79	NA
middleage	108	NA
middleage	217	NA
middleage	194	NA
middleage	276	NA
middleage	114	NA
middleage	233	NA
middleage	81	NA
middleage	198	NA
middleage	217	NA
middleage	71	NA
middleage	16	NA
middleage	129	NA
middleage	297	NA
middleage	31	NA
middleage	117	NA
middleage	102	NA
middleage	141	NA
middleage	112	NA
middleage	252	NA
middleage	72	NA
middleage	40	NA
middleage	255	NA
middleage	76	NA
middleage	25	NA
middleage	35	NA
middleage	57	NA
middleage	107	NA
middleage	263	NA
middleage	217	NA
middleage	24	NA
middleage	255	NA
middleage	112	NA
middleage	88	NA
middleage	100	NA
middleage	78	NA
middleage	254	NA
middleage	14	NA
middleage	37	NA
middleage	244	NA
middleage	63	NA
middleage	95	NA
middleage	244	NA
middleage	42	NA
middleage	65	NA
middleage	277	NA
middleage	99	NA
middleage	13	NA
middleage	213	NA
middleage	283	NA
middleage	285	NA
middleage	262	NA
middleage	143	NA
middleage	79	NA
middleage	144	NA
middleage	102	NA
middleage	127	NA
middleage	84	NA
middleage	32	NA
middleage	13	NA
middleage	240	NA
middleage	98	NA
middleage	84	NA
middleage	189	NA
middleage	38	NA
middleage	105	NA
middleage	235	NA
middleage	112	NA
middleage	159	NA
middleage	257	NA
middleage	167	NA
middleage	185	NA
middleage	140	NA
middleage	164	NA
middleage	219	NA
middleage	208	NA
middleage	246	NA
middleage	253	NA
middleage	278	NA
middleage	69	NA
middleage	23	NA
middleage	273	NA
middleage	244	NA
middleage	273	NA
middleage	238	NA
middleage	295	NA
middleage	273	NA
middleage	29	NA
middleage	28	NA
middleage	219	NA
middleage	67	NA
middleage	95	NA
middleage	299	NA
middleage	28	NA
middleage	131	NA
middleage	18	NA
middleage	125	NA
middleage	75	NA
middleage	25	NA
middleage	204	NA
middleage	278	NA
middleage	154	NA
middleage	22	NA
middleage	18	NA
middleage	163	NA
middleage	261	NA
middleage	107	NA
middleage	234	NA
middleage	73	NA
middleage	208	NA
middleage	112	NA
middleage	264	NA
middleage	11	NA
middleage	158	NA
middleage	28	NA
middleage	218	NA
middleage	24	NA
middleage	71	NA
middleage	18	NA
middleage	28	NA
middleage	80	NA
middleage	297	NA
middleage	154	NA
middleage	46	NA
middleage	152	NA
middleage	153	NA
middleage	184	NA
middleage	241	NA
middleage	269	NA
middleage	282	NA
middleage	43	NA
middleage	64	NA
middleage	292	NA
middleage	86	NA
middleage	158	NA
middleage	78	NA
middleage	67	NA
middleage	26	NA
middleage	160	NA
middleage	126	NA
middleage	99	NA
middleage	207	NA
middleage	68	NA
middleage	289	NA
middleage	96	NA
middleage	282	NA
middleage	158	NA
middleage	135	NA
middleage	172	NA
middleage	256	NA
middleage	282	NA
middleage	283	NA
middleage	35	NA
middleage	145	NA
middleage	81	NA
middleage	106	NA
middleage	277	NA
middleage	159	NA
middleage	212	NA
middleage	57	NA
middleage	213	NA
middleage	168	NA
middleage	43	NA
middleage	109	NA
middleage	222	NA
middleage	87	NA
middleage	193	NA
middleage	176	NA
middleage	86	NA
middleage	230	NA
middleage	47	NA
middleage	49	NA
middleage	290	NA
middleage	130	NA
middleage	52	NA
middleage	159	NA
middleage	112	NA
middleage	251	NA
middleage	124	NA
middleage	154	NA
middleage	293	NA
middleage	34	NA
middleage	90	NA
middleage	217	NA
middleage	193	NA
middleage	55	NA
middleage	298	NA
middleage	129	NA
middleage	108	NA
middleage	275	NA
middleage	36	NA
middleage	100	NA
middleage	94	NA
middleage	261	NA
middleage	159	NA
middleage	201	NA
middleage	175	NA
middleage	196	NA
middleage	26	NA
middleage	208	NA
middleage	43	NA
middleage	58	NA
middleage	295	NA
middleage	151	NA
middleage	150	NA
middleage	138	NA
middleage	75	NA
middleage	48	NA
middleage	183	NA
middleage	240	NA
middleage	178	NA
middleage	286	NA
middleage	190	NA
middleage	136	NA
middleage	217	NA
middleage	298	NA
middleage	11	NA
middleage	242	NA
middleage	90	NA
middleage	290	NA
middleage	151	NA
middleage	299	NA
middleage	44	NA
middleage	216	NA
middleage	292	NA
middleage	42	NA
middleage	96	NA
middleage	35	NA
middleage	104	NA
middleage	46	NA
middleage	244	NA
middleage	48	NA
middleage	63	NA
middleage	69	NA
middleage	248	NA
middleage	43	NA
middleage	253	NA
middleage	65	NA
middleage	18	NA
middleage	30	NA
middleage	288	NA
middleage	21	NA
middleage	109	NA
middleage	192	NA
middleage	96	NA
middleage	289	NA
middleage	79	NA
middleage	153	NA
middleage	275	NA
middleage	216	NA
middleage	39	NA
middleage	56	NA
middleage	212	NA
middleage	43	NA
middleage	279	NA
middleage	222	NA
middleage	18	NA
middleage	275	NA
middleage	278	NA
middleage	166	NA
middleage	202	NA
middleage	99	NA
middleage	124	NA
middleage	113	NA
middleage	52	NA
middleage	102	NA
middleage	183	NA
middleage	297	NA
middleage	116	NA
middleage	152	NA
middleage	175	NA
middleage	244	NA
middleage	158	NA
middleage	92	NA
middleage	154	NA
middleage	216	NA
middleage	80	NA
middleage	251	NA
middleage	145	NA
middleage	32	NA
middleage	60	NA
middleage	227	NA
middleage	61	NA
middleage	289	NA
middleage	274	NA
middleage	255	NA
middleage	42	NA
middleage	170	NA
middleage	265	NA
middleage	287	NA
middleage	228	NA
middleage	48	NA
middleage	110	NA
middleage	116	NA
middleage	42	NA
middleage	227	NA
middleage	232	NA
middleage	106	NA
middleage	47	NA
middleage	42	NA
middleage	290	NA
middleage	291	NA
middleage	219	NA
middleage	56	NA
middleage	249	NA
middleage	149	NA
middleage	129	NA
middleage	47	NA
middleage	141	NA
middleage	48	NA
middleage	65	NA
middleage	269	NA
middleage	13	NA
middleage	291	NA
middleage	273	NA
middleage	270	NA
middleage	194	NA
middleage	102	NA
middleage	57	NA
middleage	115	NA
middleage	228	NA
middleage	52	NA
middleage	286	NA
middleage	57	NA
middleage	135	NA
middleage	228	NA
middleage	146	NA
middleage	29	NA
middleage	48	NA
middleage	241	NA
middleage	39	NA
middleage	145	NA
middleage	211	NA
middleage	254	NA
middleage	286	NA
middleage	111	NA
middleage	169	NA
middleage	268	NA
middleage	265	NA
middleage	34	NA
middleage	36	NA
middleage	76	NA
middleage	249	NA
middleage	53	NA
middleage	33	NA
middleage	128	NA
middleage	296	NA
middleage	157	NA
middleage	185	NA
middleage	192	NA
middleage	148	NA
middleage	73	NA
middleage	25	NA
middleage	177	NA
middleage	158	NA
middleage	142	NA
middleage	259	NA
middleage	29	NA
middleage	204	NA
middleage	105	NA
middleage	55	NA
middleage	282	NA
middleage	101	NA
middleage	286	NA
middleage	99	NA
middleage	173	NA
middleage	93	NA
middleage	34	NA
middleage	191	NA
middleage	209	NA
middleage	171	NA
middleage	72	NA
middleage	130	NA
middleage	295	NA
middleage	18	NA
middleage	27	NA
middleage	141	NA
middleage	136	NA
middleage	20	NA
middleage	114	NA
middleage	103	NA
middleage	82	NA
middleage	156	NA
middleage	142	NA
middleage	37	NA
middleage	148	NA
middleage	66	NA
middleage	241	NA
